9.593605935313448407e-01,1.852188584516393233e-01,1.348430167566976312e-01,6.746130565722030514e-01,8.393526485057596354e-01,6.925490988443958607e-01,9.387050901455232799e-01,7.839246140669930973e-01,2.491278409366547431e-01,6.206336761485207187e-01,2.495731312617499587e-01,4.636177067453144396e-01,6.887436761143095332e-02,4.432635086882943387e-01,8.099466742448324652e-01,4.487516155673380025e-01,9.979853868382617677e-01,6.983747480733637492e-02,2.081963242463789054e-01,8.438041123081629902e-02
1.516202741245104013e-01,2.845318924151649664e-01,4.740343880339191740e-01,5.327054312687361515e-01,3.842514180028222537e-01,6.062114042196685704e-01,3.407522375327468600e-01,3.674642295189217700e-01,3.442668813340505896e-01,8.713801950297450638e-02,3.285735948498389458e-01,2.588475147420553624e-01,5.672973331231142557e-01,2.559254849734620141e-01,3.937569568995091807e-01,3.040869290141900994e-02,8.615901924871761652e-01,4.567974001531740491e-01,9.951070162381333573e-01,8.432164083880849814e-01
1.283122543132250160e-01,2.830486406497058072e-01,9.915368822531578363e-01,2.732645341259737348e-01,5.276117171119131255e-01,6.952715040549655168e-01,2.119372519548617939e-01,4.353123058966356096e-01,6.283406587406225041e-01,9.622895030218073797e-01,1.395216271951723597e-01,6.558514767801193468e-01,7.300396373889996848e-01,4.446102154495510383e-01,1.499861489097634726e-01,2.596234732639575160e-01,8.014109308590731118e-01,2.638055941439828578e-01,1.324236133281955219e-01,8.071749120593185722e-01
2.687633976877665809e-01,2.378918044508330221e-01,9.266994095074277960e-01,4.876863431086706502e-01,3.082106953820756834e-01,7.245721079526008523e-01,2.587907625651393317e-01,6.067165028412204730e-01,8.702170862419736919e-01,8.699191218035684514e-02,8.785456892052639910e-01,2.379383001708539336e-01,6.942559649266719646e-01,5.684972790183495661e-01,1.421533990717894769e-01,5.523720399155098715e-01,6.554860360796695984e-01,5.972416121902903718e-01,9.809763931832515826e-02,7.060787026715775738e-01
6.882440548510632139e-01,5.849107060686178361e-01,1.473227112100403691e-01,5.358165178840922360e-01,9.387862987923968339e-01,1.575904826832053018e-02,7.822979423114255759e-01,7.811977606968787402e-01,7.948700716127735655e-01,8.283112950138717956e-01,6.181291378801367919e-02,7.120864276926633929e-01,7.809774985735017383e-01,3.091929445560739342e-01,8.222330348659502297e-01,1.410955419150129453e-01,8.421347107009361510e-01,1.562080737861915036e-02,9.937883070135485886e-01,7.021269256431974526e-01
7.416482974833673580e-01,1.667754150377036559e-01,7.820740708863099799e-01,4.675951152941503208e-01,3.950003933697445735e-01,1.012093943564018605e-01,4.766651476427945511e-01,8.477536311676203695e-01,4.347377879437586135e-01,4.626771225128676335e-01,2.688097794541743912e-01,2.334595031266560872e-01,7.511519878528459815e-01,1.302129119002939373e-01,1.464202084802675996e-01,2.738699884338571255e-01,9.587553030983453350e-02,2.501121051037520360e-01,6.498973859477267245e-01,8.076235491447952830e-01
7.102548153237020490e-02,4.618252281924531966e-01,6.161007933129591940e-01,2.191075478398913923e-01,9.009306164477232093e-01,1.186667703617599878e-01,8.522249252297632305e-01,2.808059266004903076e-01,7.259701398267931483e-01,3.367805349610113463e-01,6.742828964592887386e-01,5.493285827200774518e-01,7.634688782553407105e-01,3.178790476014551336e-01,3.578455254498170701e-01,8.979818803434225227e-02,3.754638196992466925e-01,5.445212261042232660e-01,3.915445830419886919e-01,4.468974340201468110e-01
2.282743504027179293e-01,8.257145704850167300e-01,3.664807872271289568e-01,1.808895195408787293e-01,9.399842096308098638e-01,3.766286459307530698e-01,3.982039257138848543e-01,1.489338087471241412e-01,4.079595870601594454e-01,7.120661912213611666e-01,9.340244646695887720e-01,1.026984487947392166e-01,9.149802718409875135e-01,7.350546100902594082e-01,6.626538872196733321e-01,3.702045315384727697e-02,5.287901357042873451e-01,6.826329189655423457e-01,8.813544925798790786e-01,3.905561512306323646e-01
7.530180808115410906e-01,9.705540769335263551e-02,3.023689478600859459e-01,7.393154554296118564e-01,4.578404103218928212e-01,3.076349886018966417e-01,1.642159771069530150e-01,8.681145119036491886e-01,7.533566711952683903e-01,5.071719816996671515e-01,6.433518932526844925e-01,8.980038341763104670e-01,2.781597006960571106e-01,1.231869113711848707e-01,2.272096222508573904e-01,8.821517971431904748e-01,8.527861571287983500e-01,5.586967676256777704e-01,7.602054370418236395e-01,9.368177148096032969e-01
5.519735864501384981e-02,7.708425010506828601e-01,6.028231399792203238e-01,5.640045434281706349e-01,3.008071471494585536e-01,3.187664341888134523e-01,6.236013377859921381e-01,6.012814878247103589e-01,3.776371886357189345e-01,3.069995318565832410e-02,1.383818472148536927e-01,6.595296350699189070e-01,9.517825062301499273e-01,9.749554336633617924e-01,1.601378759741326485e-01,2.358022293739460151e-01,7.698874466929386262e-01,2.153189194954323593e-01,9.848756912020945053e-01,8.866195613403341502e-01
