4.01.2016	1.0898
5.01.2016	1.0746
6.01.2016	1.0742
7.01.2016	1.0868
8.01.2016	1.0861
11.01.2016	1.0888
12.01.2016	1.0836
13.01.2016	1.0816
14.01.2016	1.0893
15.01.2016	1.0914
18.01.2016	1.0892
19.01.2016	1.0868
20.01.2016	1.0907
21.01.2016	1.0893
22.01.2016	1.0808
25.01.2016	1.0815
26.01.2016	1.0837
27.01.2016	1.0888
28.01.2016	1.0903
29.01.2016	1.092
1.02.2016	1.0884
2.02.2016	1.0919
3.02.2016	1.0933
4.02.2016	1.1206
5.02.2016	1.1202
8.02.2016	1.1101
9.02.2016	1.1236
10.02.2016	1.1257
11.02.2016	1.1347
12.02.2016	1.1275
15.02.2016	1.118
16.02.2016	1.1166
17.02.2016	1.1136
18.02.2016	1.1084
19.02.2016	1.1096
22.02.2016	1.1026
23.02.2016	1.1002
24.02.2016	1.0981
25.02.2016	1.1027
26.02.2016	1.1006
29.02.2016	1.0888
1.03.2016	1.0872
2.03.2016	1.0856
3.03.2016	1.0901
4.03.2016	1.097
7.03.2016	1.0953
8.03.2016	1.1028
9.03.2016	1.0973
10.03.2016	1.0857
11.03.2016	1.109
14.03.2016	1.1119
15.03.2016	1.1109
16.03.2016	1.1064
17.03.2016	1.1311
18.03.2016	1.1279
21.03.2016	1.1271
22.03.2016	1.1212
23.03.2016	1.1171
24.03.2016	1.1154
29.03.2016	1.1194
30.03.2016	1.1324
31.03.2016	1.1385
1.04.2016	1.1432
4.04.2016	1.138
5.04.2016	1.1367
6.04.2016	1.1336
7.04.2016	1.1364
8.04.2016	1.1363
11.04.2016	1.139
12.04.2016	1.1396
13.04.2016	1.1298
14.04.2016	1.1252
15.04.2016	1.1284
18.04.2016	1.1306
19.04.2016	1.1343
20.04.2016	1.1379
21.04.2016	1.1355
22.04.2016	1.1263
25.04.2016	1.1264
26.04.2016	1.1287
27.04.2016	1.1303
28.04.2016	1.1358
29.04.2016	1.1403
2.05.2016	1.1493
3.05.2016	1.1569
4.05.2016	1.1505
5.05.2016	1.1439
6.05.2016	1.1427
9.05.2016	1.1395
10.05.2016	1.1375
11.05.2016	1.1409
12.05.2016	1.1389
13.05.2016	1.1348
16.05.2016	1.1324
17.05.2016	1.1318
18.05.2016	1.1279
19.05.2016	1.1197
20.05.2016	1.1219
23.05.2016	1.1215
24.05.2016	1.1168
25.05.2016	1.1146
26.05.2016	1.1168
27.05.2016	1.1168
30.05.2016	1.1139
31.05.2016	1.1154
1.06.2016	1.1174
2.06.2016	1.1188
3.06.2016	1.1154
6.06.2016	1.1349
7.06.2016	1.1348
8.06.2016	1.1378
9.06.2016	1.1343
10.06.2016	1.1304
13.06.2016	1.1268
14.06.2016	1.1225
15.06.2016	1.123
16.06.2016	1.1174
17.06.2016	1.1254
20.06.2016	1.1332
21.06.2016	1.1314
22.06.2016	1.1283
23.06.2016	1.1389
24.06.2016	1.1066
27.06.2016	1.0998
28.06.2016	1.1073
29.06.2016	1.109
30.06.2016	1.1102
1.07.2016	1.1135
4.07.2016	1.1138
5.07.2016	1.1146
6.07.2016	1.1069
7.07.2016	1.108
8.07.2016	1.107
11.07.2016	1.1049
12.07.2016	1.1092
13.07.2016	1.1072
14.07.2016	1.1157
15.07.2016	1.1128
18.07.2016	1.1053
19.07.2016	1.1035
20.07.2016	1.1013
21.07.2016	1.1015
22.07.2016	1.1014
25.07.2016	1.0982
26.07.2016	1.0997
27.07.2016	1.0991
28.07.2016	1.109
29.07.2016	1.1113
1.08.2016	1.1164
2.08.2016	1.1193
3.08.2016	1.12
4.08.2016	1.1136
5.08.2016	1.1156
8.08.2016	1.1087
9.08.2016	1.1078
10.08.2016	1.1184
11.08.2016	1.1153
12.08.2016	1.1158
15.08.2016	1.118
16.08.2016	1.1295
17.08.2016	1.1276
18.08.2016	1.1321
19.08.2016	1.1326
22.08.2016	1.1306
23.08.2016	1.1339
24.08.2016	1.1268
25.08.2016	1.129
26.08.2016	1.129
29.08.2016	1.117
30.08.2016	1.1168
31.08.2016	1.1132
1.09.2016	1.1146
2.09.2016	1.1193
5.09.2016	1.1156
6.09.2016	1.1159
7.09.2016	1.1237
8.09.2016	1.1296
9.09.2016	1.1268
12.09.2016	1.1226
13.09.2016	1.1247
14.09.2016	1.1218
15.09.2016	1.1254
16.09.2016	1.1226
19.09.2016	1.1165
20.09.2016	1.1184
21.09.2016	1.115
22.09.2016	1.1238
23.09.2016	1.1214
26.09.2016	1.1262
27.09.2016	1.122
28.09.2016	1.1225
29.09.2016	1.1221
30.09.2016	1.1161
3.10.2016	1.1236
4.10.2016	1.1161
5.10.2016	1.1211
6.10.2016	1.1185
7.10.2016	1.114
10.10.2016	1.116
11.10.2016	1.1079
12.10.2016	1.102
13.10.2016	1.1038
14.10.2016	1.1002
17.10.2016	1.0994
18.10.2016	1.0993
19.10.2016	1.0979
20.10.2016	1.098
21.10.2016	1.0886
24.10.2016	1.0891
25.10.2016	1.0872
26.10.2016	1.0925
27.10.2016	1.0927
28.10.2016	1.0922
31.10.2016      1.0946
