152.3 	 89.761 	 51.114 
153.35 	 80.785 	 40.05 
150.82 	 88.99 	 42.32 
149.38 	 89.155 	 33.243 
150.31 	 94.245 	 33.437 
155.62 	 100.86 	 36.19 
163.65 	 99.059 	 40.258 
164.71 	 103.71 	 40.22 
162.28 	 95.393 	 44.452 
157.31 	 88.175 	 38.021 
160.06 	 83.389 	 40.926 
163.94 	 89.135 	 47.557 
172.27 	 101.98 	 43.251 
181.44 	 102.91 	 48.361 
169.47 	 94.009 	 47.124 
176.46 	 91.84 	 50.199 
177.83 	 97.924 	 49.29 
187.5 	 104.87 	 53.067 
183.45 	 95.376 	 55.733 
161.5 	 79.412 	 44.078 
160.38 	 74.347 	 44.874 
169.64 	 76.573 	 45.704 
174.76 	 77.979 	 53.017 
176.15 	 85.056 	 48.336 
181.76 	 84.283 	 55.763 
190 	 108.05 	 60.452 
189.98 	 107.34 	 67.121 
157.91 	 112.72 	 37.897 
166.37 	 111.59 	 38.545 
172.08 	 112.19 	 41.858 
159.72 	 113.09 	 44.132 
167.86 	 107.87 	 54.191 
176.15 	 109.62 	 44.357 
181.69 	 111.56 	 49.001 
169.75 	 111.39 	 48.928 
175.81 	 108.16 	 61.765 
184.09 	 112.2 	 54.494 
184.54 	 111.77 	 64.111 
177.82 	 110.4 	 67.92 
157.44 	 80.893 	 54.594 
163.09 	 70.53 	 53.159 
163.31 	 75.253 	 59.294 
151.73 	 71.849 	 65.367 
156.21 	 69.502 	 54.931 
146.56 	 67.507 	 62.43 
150.46 	 77.029 	 58.856 
154.01 	 88.05 	 60.578 
142.83 	 71.568 	 62.505 
143.34 	 85.422 	 63.72 
138.27 	 78.633 	 59.659 
137.37 	 71.554 	 54.125 
135.22 	 68.818 	 58.093 
136.94 	 66.835 	 66.813 
140.3 	 66.434 	 71.14 
138.44 	 75.788 	 72.334 
133.22 	 81.423 	 72.704 
130.85 	 76.806 	 68.174 
185.32 	 98.337 	 67.509 
181.51 	 96.19 	 61.999 
177.58 	 87.358 	 62.528 
172.75 	 94.223 	 66.575 
178.41 	 96.628 	 74.536 
169.15 	 94.872 	 77.943 
167.69 	 86.79 	 78.564 
169.19 	 80.312 	 73.145 
175.32 	 83.872 	 67.18 
166.13 	 80.417 	 64.54 
160.47 	 79.223 	 76.219 
160.2 	 86.254 	 82.301 
158.93 	 93.559 	 79.651 
152.32 	 92.863 	 84.256 
148.2 	 83.834 	 86.004 
153.87 	 78.13 	 81.405 
150.88 	 80.232 	 70.881 
142.74 	 78.57 	 74.552 
147.22 	 73.303 	 79.366 
142.96 	 72.14 	 83.767 
139.6 	 75.905 	 83.137 
147 	 87.887 	 91.309 
180.7 	 109.15 	 74.043 
184.47 	 105.54 	 77.639 
172.47 	 109.7 	 75 
166.83 	 104.96 	 72.763 
170.82 	 111.17 	 83.279 
180.58 	 107.28 	 83.543 
176.64 	 101.13 	 84.827 
175.7 	 110.54 	 89.519 
164.19 	 109.3 	 84.965 
156.58 	 107.9 	 80.652 
158.53 	 112.49 	 89.659 
170.85 	 110.3 	 94.06 
170.63 	 98.856 	 87.447 
163.3 	 96.79 	 90.709 
155.31 	 97.818 	 91.104 
159.3 	 103.72 	 96.705 
164.75 	 110.86 	 97.848 
157.56 	 110.88 	 102.53 
150.32 	 112.29 	 91.131 
146.55 	 108.63 	 83.371 
135.33 	 108.91 	 85.293 
139.46 	 112.2 	 91.601 
144.3 	 112.1 	 101.1 
149.48 	 110.86 	 106.57 
148.37 	 103.72 	 102.94 
144.46 	 99.812 	 93.073 
134.57 	 97.759 	 94.321 
138.47 	 99.597 	 105.92 
139.84 	 110.39 	 109.11 
129.81 	 112.82 	 101.53 
128.15 	 110.9 	 96.612 
122.33 	 109.76 	 92.178 
115.96 	 112.18 	 101.42 
122.63 	 112.75 	 111.44 
131.38 	 112.79 	 108.88 
131.83 	 101.23 	 107.16 
126.21 	 97.726 	 100.96 
114.19 	 97.286 	 98.075 
120.41 	 99.215 	 107.96 
116.25 	 106.42 	 112.3 
110.86 	 96.588 	 108.28 
106.19 	 100.66 	 108.85 
110.84 	 112.78 	 112.85 
105.89 	 112.66 	 103.53 
109.92 	 111.47 	 94.083 
102.38 	 110.26 	 111.59 
138.96 	 90.291 	 93.009 
140.26 	 82.251 	 96.075 
125.29 	 80.408 	 101.76 
130.59 	 87.226 	 96.045 
134.75 	 81.206 	 84.975 
130 	 85.286 	 78.191 
129.15 	 79.779 	 93.437 
122.86 	 83.26 	 84.473 
119.91 	 87.782 	 102.32 
115.78 	 78.318 	 99.616 
121.23 	 79.597 	 93.88 
116.88 	 89.015 	 92.426 
114.25 	 87.785 	 98.431 
125.36 	 77.888 	 59.44 
128.76 	 71.606 	 55.046 
130.12 	 63.651 	 54.858 
121.86 	 67.704 	 53.651 
119.53 	 61.614 	 65.511 
126.99 	 63.94 	 63.521 
124.55 	 71.704 	 70.466 
124.32 	 69.604 	 78.943 
118.51 	 62.667 	 80.023 
116.49 	 64.754 	 72.77 
108.86 	 71.594 	 76.215 
110.96 	 63.975 	 83.15 
117.24 	 72.784 	 84.469 
111.25 	 76.048 	 89.894 
109.98 	 68.683 	 91.756 
104.33 	 71.913 	 83.012 
101.62 	 80.552 	 79.603 
97.496 	 86.118 	 84.997 
103.41 	 77.769 	 89.812 
106.13 	 76.346 	 96.824 
109.03 	 87.652 	 87.223 
107.36 	 97.755 	 94.337 
103.18 	 87.977 	 95.547 
99.891 	 84.059 	 104.87 
97.305 	 81.768 	 98.254 
91.999 	 84.534 	 91.87 
87.355 	 90.648 	 88.575 
85.872 	 90.165 	 98.963 
90.84 	 87.827 	 105.7 
99.348 	 97.111 	 98.58 
94.539 	 93.833 	 107.11 
85.439 	 99.11 	 103.57 
83.119 	 97.619 	 95.163 
78.468 	 106.11 	 105.32 
87.086 	 102.32 	 110.84 
95.86 	 103.89 	 107.06 
84.59 	 111.22 	 110.26 
77.949 	 112.54 	 104.6 
69.471 	 111.62 	 100.01 
73.798 	 110.23 	 90.033 
82.395 	 112.43 	 94.812 
74.814 	 104.3 	 85.163 
82.891 	 105.2 	 79.867 
94.877 	 105.54 	 81.934 
87.559 	 110.24 	 88.591 
99.191 	 109.58 	 88.199 
97.831 	 114.3 	 93.638 
93.478 	 113.22 	 107.42 
156.25 	 111.68 	 50.229 
167.01 	 111.76 	 58.827 
165.5 	 109.59 	 66.864 
161.86 	 111.29 	 74.249 
154.69 	 110.37 	 76.69 
147.33 	 111.09 	 75.587 
138.96 	 112.9 	 78.485 
130.11 	 112.87 	 82.047 
121.76 	 113.92 	 86.228 
110.17 	 111.33 	 85.384 
114.24 	 114.94 	 80.513 
102.48 	 115.11 	 75.556 
95.732 	 114.38 	 77.388 
100.39 	 109.3 	 80.302 
88.788 	 110.62 	 78.831 
83.421 	 111.25 	 76.177 
88.122 	 114.17 	 69.749 
80.056 	 110.13 	 69.05 
77.05 	 112.88 	 64.253 
75.115 	 113.72 	 55.839 
78.681 	 111.27 	 42.196 
79.135 	 100.43 	 38.702 
87.273 	 107.38 	 38.684 
116.51 	 72.736 	 58.37 
109.49 	 77.186 	 61.625 
107.55 	 68.243 	 60.227 
104.9 	 60.517 	 61.763 
111.19 	 61.102 	 59.6 
114.16 	 59.465 	 62.602 
111.22 	 59.405 	 69.848 
106.62 	 58.474 	 74.67 
106.75 	 68.436 	 74.466 
102.37 	 66.047 	 79.38 
100.12 	 64.669 	 68.324 
93.383 	 70.072 	 78.716 
96.642 	 64.335 	 82.285 
98.032 	 74.945 	 82.732 
95.806 	 78.811 	 88.046 
95.123 	 67.719 	 90.051 
94.46 	 73.184 	 96.127 
88.505 	 71.223 	 89.382 
